---------------------------  data, labels -------------------------
['1639' '739' '1546' '1595']0
['159' '40' '66' '717']0
['1439' '811' '528' '1157']1
['1784' '2129' '147' '1629']1
['1164' '801' '139' '831']1
['1390' '1862' '303' '335']1
['357' '1858' '406' '1702']1
['31' '1770' '1098' '1189']0
['1784' '2224' '1137' '1501']0
['1819' '1800' '39' '97']1
['386' '2128' '485' '1669']0
['498' '161' '187' '1703']1
['1814' '444' '1610' '125']0
['1417' '1748' '142' '1556']1
['1008' '1393' '906' '515']1
['1478' '2128' '1275' '1168']0
['1819' '334' '323' '1661']0
['1587' '1096' '502' '1916']1
['1819' '814' '961' '1177']0
['343' '1123' '245' '1707']1
['1310' '1850' '123' '903']1
['983' '1041' '578' '1701']0
['1833' '1386' '978' '781']0
['1562' '43' '36' '1891']1
['1095' '219' '129' '1029']1
['240' '209' '1731' '1106']0
['1108' '420' '1009' '401']1
['1233' '1193' '404' '148']0
['131' '1209' '359' '109']0
['153' '146' '906' '1434']0
['1784' '2199' '129' '946']1
['498' '1069' '1327' '1805']0
['233' '1338' '1762' '946']0
['1054' '899' '257' '893']1
['1784' '778' '1188' '941']0
['1953' '1804' '265' '1782']1
['1491' '1291' '147' '1846']1
['1784' '1528' '1377' '1702']0
['1292' '1314' '413' '1702']0
['0' '1313' '1044' '274']0
['1101' '1477' '1396' '1702']1
['1478' '43' '36' '1429']1
['1966' '1361' '1151' '491']0
['24' '1503' '1188' '1702']0
['1654' '2127' '257' '675']0
['287' '980' '129' '336']1
['131' '1868' '1643' '1068']0
['379' '170' '1787' '717']0
['225' '36' '139' '1911']0
['1592' '170' '1067' '1748']0
['1784' '1745' '1476' '167']0
['79' '303' '1609' '1702']0
['369' '2326' '406' '97']1
['1276' '1491' '323' '1142']0
['239' '1839' '1739' '192']0
['1181' '243' '932' '1878']0
['1716' '1627' '129' '809']1
['1711' '170' '626' '167']0
['1562' '2364' '1610' '585']0
['1084' '2128' '1519' '834']0
['39' '2393' '1418' '1743']0
['20' '1063' '765' '462']0
['364' '926' '299' '1085']1
['1310' '1099' '1059' '1701']0
['327' '1212' '129' '1846']1
['235' '1069' '1566' '245']0
['1562' '43' '36' '139']1
['1095' '170' '483' '1434']0
['1095' '1523' '129' '1839']1
['40' '157' '258' '35']0
['1090' '1253' '39' '834']1
['1332' '1968' '139' '336']1
['55' '164' '1601' '1810']0
['783' '1164' '782' '1701']0
['1310' '1696' '268' '1846']1
['127' '1904' '1008' '1429']0
['919' '1199' '1175' '250']0
['1969' '878' '1609' '11']0
['124' '877' '375' '1707']1
['386' '1468' '265' '89']1
['322' '2173' '265' '1572']1
['1310' '2027' '134' '1815']1
['1288' '1344' '305' '97']1
['822' '379' '542' '1301']0
['344' '2134' '1007' '166']0
['881' '1388' '147' '709']1
['1944' '1069' '1731' '541']0
['133' '2393' '974' '1866']0
['1432' '2128' '1247' '889']0
['1444' '2173' '1600' '1150']0
['784' '746' '239' '874']1
['124' '1001' '1643' '578']0
['1791' '1560' '7' '834']1
['1932' '2110' '23' '1176']1
['1008' '421' '299' '1124']1
['1035' '2127' '1747' '1025']0
['1008' '1183' '268' '1846']1
['1554' '712' '81' '1668']1
['1188' '2364' '1610' '1']0
['1895' '27' '1739' '1864']0
['1994' '1362' '406' '8']1
['1310' '2130' '1043' '1177']0
['795' '2127' '932' '492']0
['1795' '1050' '139' '809']1
['1783' '43' '217' '1846']1
['344' '43' '36' '1526']1
['1784' '1504' '1620' '1005']0
['1929' '288' '961' '1556']0
['1292' '1882' '328' '250']0
['167' '2347' '1437' '1790']0
['1125' '1087' '1188' '1702']0
['1090' '733' '142' '1702']1
['1784' '723' '129' '1446']1
['1566' '2128' '1092' '332']0
['983' '1041' '440' '1233']0
['1233' '1588' '61' '1743']1
['1095' '1041' '1643' '233']0
['1785' '2033' '271' '1777']1
['283' '275' '1175' '1655']0
['1180' '1754' '122' '1891']0
['1008' '1982' '257' '1583']1
['287' '2011' '122' '1422']1
['1628' '1873' '1188' '1606']0
['1316' '1182' '39' '1916']1
['1784' '1594' '21' '1916']1
['1008' '1300' '1188' '385']0
['649' '109' '265' '1245']1
['1317' '170' '425' '1175']0
['1895' '1164' '1199' '1748']0
['1784' '1578' '1731' '834']0
['124' '2143' '1008' '946']0
['1310' '1472' '502' '1702']0
['1047' '819' '129' '677']1
['287' '1620' '139' '335']1
['1029' '263' '129' '1005']1
['1145' '924' '906' '518']0
['634' '73' '1776' '733']0
['1006' '2127' '1188' '1023']0
['1530' '1069' '604' '1701']0
['1554' '514' '1776' '1702']0
['866' '2347' '1057' '652']0
['267' '170' '946' '692']0
['233' '1874' '1188' '162']0
['1236' '1828' '1610' '1288']0
['283' '1839' '590' '1701']0
['379' '1150' '1618' '809']0
['1157' '444' '1077' '213']0
['233' '445' '1759' '950']0
['281' '1828' '257' '52']0
['1772' '243' '364' '834']0
['1098' '2393' '406' '97']1
['230' '787' '462' '272']0
['1479' '1828' '170' '9']0
['1479' '1828' '170' '9']0
['1950' '296' '974' '1718']0
['1163' '1566' '265' '1817']1
['39' '288' '906' '1037']0
['1784' '605' '265' '1403']1
['1784' '2252' '21' '109']1
['904' '1117' '21' '1702']1
['1047' '1322' '250' '948']1
['1093' '1290' '6' '109']1
['1819' '1639' '932' '1339']0
['1652' '2263' '1626' '392']0
['163' '722' '1618' '253']0
['1257' '2298' '63' '1854']1
['1047' '1926' '265' '1917']1
['983' '2318' '1546' '1739']0
['1118' '1526' '163' '1524']1
['159' '83' '1770' '1178']0
['501' '1966' '1188' '858']0
['1929' '1504' '963' '327']0
['1008' '401' '904' '1854']0
['28' '1916' '1007' '109']0
['1053' '1503' '1188' '1702']0
['1687' '581' '186' '893']1
['1716' '2072' '147' '1037']1
['713' '1503' '263' '872']1
['87' '1361' '961' '52']0
['1783' '534' '1643' '1014']0
['1466' '611' '726' '1743']0
['130' '2145' '1686' '583']0
['409' '219' '1196' '599']0
['1203' '1069' '1396' '1743']0
['39' '1150' '323' '761']0
['1811' '2128' '928' '356']0
['1923' '1751' '375' '1916']1
['1466' '697' '106' '1702']1
['936' '350' '502' '1719']0
['1943' '240' '129' '1507']1
['1784' '2357' '265' '1203']1
['280' '595' '375' '388']0
['1562' '2128' '529' '52']0
['1008' '781' '375' '1336']0
['1310' '1437' '139' '809']1
['1984' '728' '265' '1172']1
['1310' '1099' '1629' '1707']0
['1994' '2356' '1175' '1401']0
['131' '2318' '1355' '1779']0
['1961' '262' '39' '873']1
['983' '1041' '892' '1730']0
['498' '2393' '1795' '1876']1
['1759' '2364' '323' '293']0
['666' '1017' '265' '1292']1
['1804' '422' '1731' '398']0
['67' '1471' '710' '1718']0
['1181' '243' '932' '1878']0
['1783' '2184' '932' '1728']0
['153' '59' '257' '624']0
['1310' '694' '139' '1391']1
['1781' '767' '375' '834']0
['309' '656' '265' '1907']1
['287' '1323' '502' '1250']0
['1784' '1415' '823' '1783']0
['1006' '1099' '796' '1721']0
['1257' '798' '375' '541']0
['920' '1828' '257' '1891']0
['1288' '1001' '21' '834']1
['534' '536' '932' '1572']0
['1654' '531' '129' '1846']1
['1269' '2173' '1610' '796']0
['1784' '760' '240' '1701']1
['344' '1412' '21' '1710']1
['1335' '681' '265' '1197']1
['177' '2199' '129' '675']1
['1659' '659' '1188' '1701']0
['275' '2393' '1585' '327']0
['293' '1096' '375' '1868']1
['124' '1425' '1609' '22']0
['1784' '1418' '838' '1894']0
['208' '2318' '1077' '213']0
['1784' '845' '322' '446']1
['283' '452' '1591' '1692']0
['67' '2326' '1068' '1788']0
['974' '2202' '1765' '1916']0
['1006' '233' '39' '948']1
['1320' '1765' '1609' '1609']0
['654' '2233' '906' '326']1
['1452' '1123' '322' '831']1
['293' '819' '381' '47']0
['659' '1503' '77' '1212']1
['325' '1683' '375' '769']0
['1962' '1659' '1610' '1886']0
['1372' '1609' '1188' '1702']0
['1784' '217' '1188' '1455']0
['983' '884' '404' '893']0
['1257' '1470' '318' '1916']1
['1317' '146' '1776' '1234']0
['344' '1318' '302' '1868']1
['703' '1652' '265' '78']1
['1791' '1066' '1594' '109']0
['1823' '577' '370' '218']0
['1784' '476' '375' '1806']1
['893' '1472' '1699' '111']0
['501' '2128' '1113' '1612']0
['573' '2264' '1610' '1563']0
['281' '1828' '257' '1345']0
['1562' '43' '36' '550']1
['84' '1338' '1029' '903']0
['22' '170' '787' '834']0
['1759' '2364' '1198' '1900']0
['1994' '2173' '677' '1921']0
['266' '452' '139' '691']0
['1310' '819' '251' '825']1
['881' '906' '1121' '903']0
['987' '2395' '835' '411']0
['287' '1338' '1746' '1865']0
['1310' '1736' '129' '446']1
['344' '1701' '502' '1710']1
['1006' '827' '1609' '834']0
['1211' '1501' '413' '985']0
['1784' '63' '68' '1168']0
['412' '2136' '1747' '1748']0
['287' '1334' '186' '52']1
['224' '2326' '1418' '202']0
['908' '1045' '110' '1718']1
['131' '1761' '1198' '942']0
['1819' '1212' '129' '1356']1
['19' '2393' '393' '109']0
['1943' '975' '225' '1810']1
['1847' '1673' '139' '159']1
['1466' '1175' '974' '1206']0
['873' '1164' '1218' '1721']0
['1639' '739' '1546' '1595']0
['131' '1209' '666' '1323']0
['379' '1347' '172' '1396']1
['671' '453' '27' '1655']1
['219' '2139' '1698' '465']1
['1819' '146' '502' '858']1
['1824' '1305' '916' '1168']0
['645' '854' '16' '1795']1
['1310' '431' '375' '1519']0
['1660' '712' '1800' '1557']1
['39' '1150' '323' '761']0
['1316' '980' '406' '97']1
['382' '146' '1776' '109']0
['124' '351' '1803' '1225']0
['873' '1164' '1218' '1721']0
['114' '2383' '1056' '1207']0
['106' '689' '1610' '308']0
['1819' '1839' '257' '1614']1
['498' '2335' '459' '454']0
['1786' '1263' '1776' '1637']0
['1320' '678' '322' '1885']1
['1966' '1197' '122' '1862']1
['1994' '1362' '906' '205']1
['287' '318' '1092' '325']0
['1654' '585' '147' '1885']1
['1150' '2145' '147' '946']1
['1000' '430' '1392' '298']0
['1128' '170' '1083' '167']0
['114' '2318' '1679' '1168']0
['1285' '1950' '380' '1434']1
['1466' '697' '106' '1702']1
['1774' '1361' '406' '97']1
['1929' '1503' '1034' '38']0
['329' '444' '370' '121']0
['1179' '2263' '1188' '1354']0
['187' '1823' '938' '820']0
['219' '1212' '1008' '946']0
['1123' '440' '1008' '1846']0
['1243' '2126' '1610' '649']0
['1784' '1776' '406' '97']1
['1382' '2376' '129' '1721']1
['295' '1888' '1731' '151']0
['1310' '2166' '375' '1702']1
['287' '2332' '486' '909']0
['586' '440' '974' '1553']0
['1966' '2127' '625' '531']0
['363' '1491' '1610' '1032']0
['1935' '388' '1801' '853']0
['287' '1614' '906' '1846']1
['226' '2333' '1036' '1213']0
['1781' '258' '744' '1702']0
['861' '504' '1643' '1688']0
['1943' '975' '225' '1810']1
['386' '219' '20' '1864']1
['783' '1491' '1627' '597']0
['1784' '2017' '265' '1373']1
['1784' '1520' '1177' '1168']0
['1008' '845' '627' '1916']0
['328' '2307' '812' '1068']0
['534' '207' '323' '1219']0
['1784' '119' '147' '1846']1
['1184' '2263' '21' '1743']1
['1774' '2393' '147' '946']1
['314' '1713' '257' '1846']1
['124' '1884' '1152' '142']0
['39' '1150' '503' '1556']0
['233' '520' '1590' '1871']0
['127' '219' '1610' '1755']0
['1891' '1361' '139' '809']1
['55' '73' '1396' '1702']0
['1341' '1409' '299' '192']1
['386' '2335' '406' '1702']1
['1310' '170' '880' '1257']0
['1574' '1916' '122' '446']1
['287' '760' '141' '1916']1
['1676' '1491' '932' '1646']0
['498' '2133' '906' '1449']0
['1784' '38' '1731' '1743']0
['498' '1969' '139' '1368']0
['935' '1815' '502' '1714']1
['606' '2173' '1801' '1558']0
['1929' '1614' '1188' '989']0
['340' '288' '1139' '1168']0
['283' '275' '1175' '207']0
['1569' '524' '192' '1359']1
['1954' '219' '932' '1013']0
['1819' '1096' '961' '1916']0
['233' '1077' '931' '245']0
['1562' '2326' '1274' '158']0
['379' '170' '1736' '1904']0
['523' '1511' '323' '540']0
['267' '1501' '1151' '698']0
['1943' '2236' '1631' '1701']0
['575' '2072' '892' '242']0
['1954' '690' '1591' '961']0
['344' '2138' '1188' '1702']0
['1927' '1937' '147' '665']1
['972' '2107' '147' '946']1
['117' '845' '1731' '1817']0
['1784' '1601' '271' '1446']1
['291' '2106' '375' '1345']0
['1047' '1515' '16' '849']1
['547' '1526' '1188' '1702']0
['829' '2364' '807' '1806']0
['1784' '905' '129' '1429']1
['1047' '344' '129' '1387']1
['881' '906' '1121' '903']0
['287' '1438' '139' '1885']0
['1503' '1164' '1609' '1272']0
['656' '1343' '1001' '232']0
['1256' '832' '1' '1056']1
['1785' '591' '560' '167']0
['1803' '2241' '1556' '1864']0
['1474' '640' '839' '1702']0
['147' '1835' '265' '1056']1
['960' '1332' '370' '1801']0
['1954' '1891' '433' '100']0
['124' '199' '1609' '1707']0
['323' '2243' '1626' '1186']0
['1876' '116' '630' '1558']0
['1700' '1164' '323' '1536']0
['887' '2326' '892' '110']0
['1093' '1472' '1396' '26']0
['344' '1788' '555' '1218']0
['520' '1097' '1635' '581']0
['1288' '1503' '1792' '622']0
['1784' '2209' '267' '139']1
['1929' '1099' '1280' '1846']0
['344' '470' '39' '202']1
['1461' '1491' '562' '834']0
['1935' '275' '19' '1916']1
['220' '1536' '1702' '1066']0
['391' '309' '264' '1429']1
['1263' '1491' '58' '49']0
['287' '1910' '1188' '814']0
['1881' '2375' '502' '97']0
['287' '862' '257' '446']1
['254' '78' '1652' '1704']0
['71' '2096' '1801' '1470']0
['1634' '1212' '901' '242']0
['1996' '2167' '1801' '831']1
['10' '1164' '1610' '124']0
['274' '722' '139' '1297']0
['1310' '2001' '265' '1056']1
['1816' '1562' '1178' '1707']1
['1047' '503' '39' '849']1
['832' '969' '268' '834']1
['287' '2327' '1790' '1168']0
['40' '79' '258' '65']0
['1157' '2372' '767' '220']1
['1919' '1501' '1610' '1412']0
['117' '845' '1731' '489']0
['1784' '1550' '1188' '1702']0
['1784' '937' '892' '408']0
['918' '1368' '322' '1885']1
['1788' '1647' '1643' '120']0
['201' '2128' '1467' '167']0
['1277' '2213' '1188' '109']0
['498' '1969' '139' '1368']0
['56' '1069' '604' '1207']0
['628' '1471' '351' '634']0
['1310' '2001' '265' '1056']1
['233' '2236' '1112' '903']0
['287' '1732' '139' '159']1
['344' '1686' '1211' '109']0
['1562' '43' '36' '910']1
['287' '1926' '277' '1703']1
['114' '2318' '323' '1500']0
['1509' '2131' '292' '1916']1
['1113' '145' '81' '1668']1
['287' '2289' '1188' '1105']0
['946' '170' '1507' '1743']0
['287' '2094' '1188' '1810']0
['1833' '555' '974' '52']0
['369' '1526' '265' '1045']1
['114' '1188' '1196' '1702']0
['241' '2347' '1596' '111']0
['1477' '1212' '502' '834']1
['1310' '284' '375' '1702']0
['293' '1096' '1244' '1254']0
['416' '327' '1396' '97']1
['960' '2176' '257' '1701']0
['407' '780' '129' '946']1
['139' '141' '265' '310']1
['1943' '240' '129' '1507']1
['287' '1721' '299' '336']1
['1571' '2135' '1112' '192']0
['1097' '225' '1610' '256']0
['200' '114' '134' '1516']1
['19' '1477' '352' '834']0
['1150' '2395' '495' '1368']0
['386' '140' '322' '831']1
['283' '1287' '182' '144']1
['536' '243' '1735' '202']0
['750' '2291' '268' '1846']1
['1943' '1073' '184' '148']1
['1310' '1713' '265' '80']1
['1310' '2128' '94' '28']0
['287' '2392' '1137' '1172']0
['1785' '408' '147' '1846']1
['114' '2377' '370' '1172']0
['109' '2173' '1090' '109']0
['1795' '1386' '369' '1916']0
['344' '1835' '1082' '552']0
['1408' '1209' '365' '162']0
['1584' '1504' '370' '604']0
['1006' '288' '1198' '126']0
['957' '890' '375' '683']0
['1407' '1697' '1008' '903']0
['1785' '2071' '425' '1709']0
['236' '1209' '323' '1763']0
['1784' '929' '1762' '757']0
['884' '1043' '147' '1846']1
['1008' '1918' '147' '1846']1
['1785' '1510' '240' '1701']1
['936' '2159' '106' '1872']1
['1819' '417' '271' '1749']1
['1310' '1817' '948' '1702']0
['233' '2144' '1232' '1168']0
['39' '1069' '1731' '1540']0
['287' '1249' '129' '1037']1
['1911' '285' '1730' '1076']0
['855' '2127' '1233' '83']0
['1813' '1097' '974' '162']0
['1310' '2145' '1287' '167']0
['1819' '2128' '907' '1341']0
['654' '2233' '906' '326']1
['1784' '2379' '305' '52']1
['1222' '2127' '1682' '167']0
['1819' '334' '323' '1661']0
['1310' '1850' '265' '698']1
['1393' '43' '217' '809']1
['373' '1096' '106' '162']1
['407' '1402' '16' '1706']1
['249' '1209' '1491' '1696']0
['1784' '2379' '906' '1911']0
['1006' '527' '314' '1718']1
['486' '439' '139' '1692']1
['1783' '2393' '1451' '109']0
['983' '2318' '974' '858']0
['1188' '1041' '932' '223']0
['287' '688' '1609' '109']0
['39' '1589' '672' '1324']0
['1959' '338' '129' '353']1
['1994' '1066' '528' '769']0
['369' '1505' '1643' '148']0
['1785' '912' '375' '741']0
['171' '1164' '1609' '1480']0
['1493' '1212' '1175' '202']0
['1257' '1390' '79' '1916']1
['1343' '521' '125' '1050']1
['15' '239' '1007' '162']0
['283' '1621' '393' '466']0
['1310' '1099' '1741' '1862']0
['960' '1303' '1700' '17']0
['1245' '1893' '139' '446']1
['981' '78' '937' '606']0
['319' '243' '906' '1862']0
['1340' '2173' '904' '963']0
['232' '1823' '1748' '6']0
['1978' '1164' '62' '47']0
['344' '361' '1618' '332']1
['1310' '2128' '796' '1168']0
['765' '1491' '1610' '1907']0
['155' '1390' '1396' '1702']1
['1092' '1446' '375' '327']1
['106' '821' '257' '1629']1
['1838' '1123' '41' '1497']1
['1579' '1337' '147' '1499']1
['1292' '757' '120' '483']1
['1310' '101' '279' '50']0
['1685' '2264' '1610' '1793']0
['1292' '1394' '1610' '1604']0
['1095' '2371' '147' '1846']1
['718' '1471' '1439' '948']0
['93' '2335' '809' '1846']0
['1785' '591' '560' '167']0
['322' '2127' '1684' '167']0
['960' '1595' '257' '1846']1
['1610' '444' '1610' '1643']0
['1819' '1899' '183' '876']1
['1788' '2136' '357' '1599']0
['93' '1477' '1739' '704']0
['660' '808' '375' '1702']0
['226' '1835' '1734' '856']0
['508' '1164' '274' '601']1
['344' '2155' '375' '1706']0
['1084' '2145' '982' '1420']0
['1236' '243' '1614' '1476']0
['627' '440' '1008' '946']0
['1150' '2127' '139' '159']1
['415' '428' '299' '903']1
['1994' '749' '1367' '47']1
['895' '545' '295' '789']1
['1784' '1810' '1776' '109']0
['287' '1904' '1003' '293']0
['39' '2134' '1731' '959']0
['1047' '1046' '257' '1429']1
['1654' '1291' '149' '1018']1
['1600' '1371' '1188' '1702']0
['597' '1315' '1568' '415']0
['1935' '275' '19' '1916']1
['127' '847' '170' '64']0
['287' '760' '271' '1434']1
['1757' '1766' '1610' '1202']0
['1784' '1548' '1319' '858']0
['117' '845' '1731' '202']0
['1996' '959' '312' '1916']1
['501' '68' '139' '253']1
['114' '1697' '1626' '344']0
['344' '2316' '1608' '1702']0
['1233' '1588' '61' '1743']1
['796' '1212' '129' '1491']1
['1292' '1314' '413' '1702']0
['1245' '2273' '299' '334']1
['287' '1576' '129' '1387']1
['501' '1214' '265' '1878']1
['1310' '1541' '319' '441']1
['344' '78' '1747' '1917']0
['1414' '2012' '6' '148']1
['1006' '2263' '129' '966']1
['1783' '463' '1643' '506']0
['1256' '832' '961' '948']0
['1607' '288' '323' '1270']0
['1532' '2128' '1577' '807']0
['1292' '2069' '1753' '949']1
['1140' '354' '848' '139']0
['126' '254' '576' '1642']0
['1295' '1491' '1610' '78']0
['1281' '2379' '21' '109']1
['287' '888' '800' '1168']0
['960' '1642' '129' '911']1
['1783' '2394' '1092' '1846']0
['344' '1838' '323' '1288']0
['1279' '1164' '383' '500']0
['1008' '1874' '1188' '1558']0
['124' '791' '357' '1718']0
['1047' '170' '613' '142']0
['1784' '1453' '1785' '1720']0
['1571' '2135' '1112' '192']0
['287' '2011' '122' '1422']1
['421' '1361' '257' '1542']1
['978' '2393' '1770' '146']0
['785' '1049' '39' '834']1
['322' '2145' '1598' '1558']0
['1994' '2173' '677' '180']0
['1784' '400' '141' '1702']1
['1243' '1580' '1361' '948']0
['161' '122' '139' '1846']1
['344' '2333' '826' '1743']0
['1466' '693' '322' '1503']1
['960' '223' '821' '1702']0
['501' '1096' '896' '1702']1
['1006' '739' '142' '109']1
['1466' '1112' '268' '946']1
['1819' '161' '139' '1447']1
['1316' '1170' '1750' '1916']0
['344' '1679' '147' '1473']1
['1276' '1970' '974' '1702']0
['1819' '1681' '1643' '1916']0
['1008' '1678' '812' '413']0
['344' '1677' '1056' '1068']1
['124' '1674' '442' '1448']0
['534' '536' '932' '1572']0
['1835' '2128' '974' '1702']0
['1090' '1481' '265' '926']1
['1783' '1974' '1188' '163']0
['1035' '1069' '892' '1143']0
['1996' '1470' '129' '995']1
['124' '234' '323' '1287']0
['1929' '1708' '593' '382']0
['1184' '1472' '322' '335']1
['1222' '2118' '1801' '1701']0
['233' '1338' '1762' '825']0
['124' '234' '236' '1702']1
['1338' '648' '139' '1176']1
['1093' '1200' '139' '543']1
['925' '2393' '323' '448']0
['1801' '815' '257' '294']1
['914' '46' '129' '1903']1
['1783' '571' '375' '1063']0
['1320' '170' '527' '1165']0
['881' '1361' '1196' '1718']0
['1292' '1425' '106' '109']1
['1310' '2128' '452' '1714']0
['1347' '2128' '1208' '167']0
['1950' '2318' '1610' '1373']0
['1157' '1491' '323' '1056']0
['1169' '1213' '1041' '668']0
['1047' '503' '39' '849']1
['1243' '926' '257' '1629']1
['1851' '1526' '150' '139']1
['131' '1209' '1621' '784']0
['1391' '343' '257' '977']1
['1929' '2127' '906' '205']1
['233' '2106' '902' '167']0
['124' '1839' '1739' '192']0
['501' '2128' '457' '715']0
['1006' '2128' '1075' '1168']0
['614' '2128' '764' '1168']0
['484' '2175' '375' '1434']0
['981' '346' '1526' '1207']0
['124' '1674' '442' '1448']0
['287' '1861' '267' '139']1
['1895' '2347' '1007' '1157']0
['287' '1234' '1188' '169']0
['379' '1150' '1618' '809']0
['1880' '1090' '1618' '1422']1
['1290' '1142' '322' '1924']1
['381' '2128' '1330' '3']0
['19' '2145' '1731' '1628']0
['283' '689' '1501' '1743']0
['407' '150' '812' '148']0
['386' '1516' '1112' '1177']0
['1093' '1013' '839' '1810']0
['1310' '1707' '375' '1830']0
['114' '1749' '1612' '202']0
['1784' '1803' '267' '834']1
['1961' '722' '129' '1885']1
['124' '1066' '507' '1916']0
['124' '1066' '507' '1916']0
['1784' '2070' '134' '646']1
['1929' '822' '188' '1702']1
['155' '1504' '685' '946']0
['287' '1349' '298' '179']1
['983' '1041' '323' '1373']0
['414' '1164' '323' '1751']0
['981' '346' '139' '543']1
['1047' '1987' '1188' '148']0
['1047' '315' '129' '966']1
['1659' '659' '1188' '1701']0
['1382' '2376' '129' '1721']1
['1008' '2298' '974' '1703']0
['226' '941' '930' '1557']0
['1784' '1070' '1188' '109']0
['1943' '2173' '1354' '1702']0
['628' '223' '433' '838']0
['344' '1435' '974' '858']0
['23' '2128' '1129' '1868']0
['93' '231' '1610' '341']0
['1906' '1305' '595' '233']0
['1994' '722' '39' '202']1
['1994' '1041' '665' '903']0
['344' '1065' '265' '1316']1
['124' '234' '566' '1743']0
['124' '941' '1609' '1707']0
['1570' '2127' '1801' '1721']0
['235' '1069' '1566' '245']0
['1784' '1599' '169' '1168']1
['344' '2364' '323' '796']0
['114' '2044' '334' '1743']0
['1654' '2128' '1139' '1282']0
['783' '739' '1643' '109']0
['1102' '2130' '1193' '1907']0
['1972' '1823' '375' '472']0
['407' '1052' '322' '831']1
['786' '645' '1008' '1846']0
['1966' '1361' '906' '457']1
['983' '1041' '445' '1743']0
['750' '1249' '135' '1710']1
['66' '1982' '1355' '1702']1
['453' '1491' '1504' '1701']0
['1310' '10' '1616' '1846']0
['437' '567' '243' '52']1
['1200' '1491' '1567' '1896']0
['236' '1209' '323' '1763']0
['634' '2128' '535' '47']0
['276' '2128' '1398' '702']0
['553' '440' '974' '162']0
['1292' '2078' '139' '1692']1
['1819' '672' '932' '1575']0
['1784' '2212' '701' '1056']1
['1332' '1521' '974' '1556']0
['1008' '546' '502' '834']1
['1783' '2393' '1747' '162']0
['287' '2055' '812' '1089']0
['1819' '987' '1106' '915']0
['287' '1219' '24' '946']1
['8' '1125' '1067' '834']0
['1586' '350' '129' '809']1
['19' '2145' '1731' '1628']0
['1203' '1331' '906' '457']1
['1392' '1491' '1626' '502']0
['1097' '225' '1610' '256']0
['233' '986' '1771' '717']0
['1562' '2128' '529' '52']0
['775' '815' '257' '1639']1
['226' '2364' '1610' '1259']0
['39' '2335' '1739' '1715']0
['1827' '1534' '297' '903']1
['1819' '1864' '1526' '1345']0
['682' '1339' '1801' '1885']1
['1150' '2288' '137' '822']1
['1389' '1097' '1367' '858']0
['1095' '1209' '1353' '717']0
['56' '1069' '443' '202']0
['165' '1150' '323' '761']0
['1889' '209' '273' '512']1
['589' '953' '1610' '1813']0
['325' '1867' '323' '1079']0
['983' '2334' '1088' '1168']0
['1791' '722' '1039' '213']0
['522' '663' '404' '400']0
['369' '2310' '1264' '825']0
['114' '1246' '404' '1861']0
['1761' '2395' '907' '861']0
['756' '1491' '62' '47']0
['1855' '1372' '906' '214']1
['407' '1967' '1196' '1702']0
['226' '1823' '1725' '1608']0
['426' '243' '1609' '1056']0
['1096' '1892' '155' '1702']1
['386' '219' '268' '1846']1
['878' '1361' '906' '205']1
['1341' '177' '502' '834']1
['1510' '2128' '589' '1891']0
['1319' '1444' '1027' '1701']0
['983' '1838' '1610' '78']0
['1084' '1213' '1492' '215']0
['1554' '2051' '1578' '809']0
['415' '230' '274' '1876']1
['1784' '2097' '265' '80']1
['1614' '1524' '1111' '1747']0
['1161' '1787' '305' '1702']1
['1490' '1295' '323' '1110']0
['881' '257' '1643' '233']0
['1779' '2221' '974' '1702']0
['1837' '2128' '340' '1168']0
['447' '240' '299' '1362']1
['1562' '2128' '529' '52']0
['12' '1099' '1797' '235']0
['379' '549' '134' '835']1
['340' '258' '1801' '1692']0
['1103' '1099' '1784' '1846']0
['1764' '174' '147' '1429']1
['1102' '2243' '1348' '868']0
['379' '1069' '143' '834']1
['9' '1795' '322' '192']1
['1150' '2145' '299' '1124']1
['945' '1365' '199' '742']1
['37' '2364' '932' '1574']0
['1958' '1372' '257' '619']1
['233' '2290' '718' '1473']0
['644' '1643' '1188' '1079']0
['1774' '2395' '1415' '1743']0
['1007' '305' '1610' '1751']0
['1943' '578' '129' '1200']1
['1692' '444' '202' '834']1
['1895' '1001' '1001' '109']0
['544' '1634' '1610' '1026']1
['1784' '2252' '21' '109']1
['282' '2128' '410' '97']0
['369' '1341' '1023' '1168']0
['1316' '648' '906' '809']0
['1819' '722' '406' '1702']1
['1716' '243' '1607' '1172']0
['1346' '1096' '106' '157']1
['1784' '1037' '100' '1702']1
['131' '835' '1609' '1578']0
['1299' '2173' '322' '1842']1
['1491' '2068' '375' '1701']0
['233' '2144' '1232' '1168']0
['983' '1041' '909' '1149']0
['93' '1212' '1007' '497']0
['946' '1668' '129' '809']1
['981' '346' '1526' '1207']0
['1319' '1491' '1610' '71']0
['1823' '577' '370' '218']0
['265' '1436' '1092' '1434']0
['287' '1546' '1251' '646']0
['1996' '2167' '1801' '831']1
['1784' '3' '1008' '1037']0
['1554' '870' '139' '159']1
['1784' '169' '21' '1710']1
['1006' '2347' '906' '1846']0
['1947' '78' '1345' '408']0
['1819' '1639' '932' '1339']0
['966' '1492' '1610' '398']0
['1006' '527' '314' '1718']1
['1356' '1027' '502' '1758']1
['1819' '14' '39' '1056']1
['1008' '1855' '932' '694']0
['1900' '448' '715' '167']0
['1526' '1099' '1552' '1295']0
